Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,0.041708776666666655,0.034518,0.054123,0.08547998999999995,0.03938043999999999,0.034518,0.050169,0.083197,0.02042157,0.016697,0.030403100000000013,0.04991023999999998,0.007095549999999999,0.00594,0.009222,0.01374302
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,0.032957656666666675,0.027822,0.043820100000000015,0.06524498999999995,0.03137714666666667,0.027822,0.038972,0.065047,0.01652427,0.013977,0.024681400000000003,0.037947159999999994,0.0054778000000000006,0.004615,0.007649100000000001,0.010897
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,0.03367452,0.029675,0.04087740000000001,0.0641828,0.03201321666666667,0.029675,0.037068,0.05092189999999992,0.014504970000000004,0.012091,0.021592500000000004,0.029018229999999996,0.0063896,0.005861,0.007646,0.010463809999999985
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,0.030327746666666665,0.027151,0.037424500000000006,0.047734899999999955,0.029167236666666665,0.027151,0.033734,0.04082511999999996,0.012696620000000002,0.010788,0.018596500000000002,0.02757424,0.005876823333333334,0.005454,0.007009,0.009326199999999986
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,0.035533566666666655,0.034518,0.03912530000000001,0.04522236999999997,0.03510190666666666,0.034518,0.034518,0.04435501999999998,0.01722217333333333,0.016697,0.016697,0.02630380999999999,0.0061034766666666655,0.00594,0.00594,0.009213
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,0.02836319333333334,0.027822,0.027822,0.036927,0.028156620000000007,0.027822,0.027822,0.036927,0.0142451,0.013977,0.013977,0.02056213,0.00470603,0.004615,0.004615,0.00765
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,0.03017655333333334,0.029675,0.029675,0.03812443999999999,0.02989719666666667,0.029675,0.029675,0.03503,0.012432046666666668,0.012091,0.012091,0.02004093,0.005914509999999999,0.005861,0.005861,0.007646
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,0.03452467666666666,0.034518,0.034518,0.034518,0.034518,0.034518,0.034518,0.034518,0.016703676666666663,0.016697,0.016697,0.016697,0.00594,0.00594,0.00594,0.00594
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,0.027822000000000006,0.027822,0.027822,0.027822,0.027822000000000006,0.027822,0.027822,0.027822,0.013976999999999998,0.013977,0.013977,0.013977,0.004615,0.004615,0.004615,0.004615
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,0.034518,0.034518,0.034518,0.034518,0.034518,0.034518,0.034518,0.034518,0.016696999999999997,0.016697,0.016697,0.016697,0.00594,0.00594,0.00594,0.00594
