Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99,TTFT_Avg,TTFT_P50,TTFT_P90,TTFT_P99,ITL_Avg,ITL_P50,ITL_P90,ITL_P99
2025-08-20_05-35-31-983802,meta-llama/Meta-Llama-3-8B,1,1,1,0.08967819666666665,0.079936,0.11017550000000001,0.14341798,0.08549205333333333,0.079936,0.094854,0.125346,0.03950168,0.033859,0.0567533,0.07603597999999999,0.01672557,0.015359,0.019653,0.029807
2025-08-20_05-38-46-341980,meta-llama/Meta-Llama-3-8B,1,2,1,0.12665495333333335,0.10004650000000001,0.18582210000000002,0.3584374099999999,0.11692600333333336,0.093156,0.181386,0.33061667,0.07401594333333333,0.059092,0.1144975,0.21236842999999994,0.01754591,0.011354,0.026076000000000002,0.05726224999999985
2025-08-20_05-42-12-512388,meta-llama/Meta-Llama-3-8B,1,4,1,0.11755115333333331,0.082536,0.18166,0.3685067199999999,0.10816408333333333,0.082536,0.18166,0.34575905999999995,0.07386641333333334,0.059167,0.11423650000000002,0.21693843999999995,0.014561230000000001,0.007789,0.02432,0.05934982999999984
2025-08-20_05-46-42-422462,meta-llama/Meta-Llama-3-8B,1,8,1,0.17665634666666666,0.14194099999999998,0.30005170000000003,0.6970571199999999,0.15978268,0.101727,0.2546688,0.660433,0.11565109333333332,0.082853,0.19196630000000017,0.3757657999999997,0.02033525666666667,0.005611,0.056591,0.112087
2025-08-20_05-51-21-781801,meta-llama/Meta-Llama-3-8B,2,1,1,0.08133102666666665,0.079936,0.08018630000000004,0.10107206999999999,0.08053316666666666,0.079936,0.079936,0.092817,0.03473928,0.033859,0.033859,0.054995069999999986,0.015530599999999997,0.015359,0.015359,0.019653
2025-08-20_05-51-50-039272,meta-llama/Meta-Llama-3-8B,2,2,1,0.09780972,0.093156,0.104705,0.1625888699999998,0.09668207,0.093156,0.095213,0.139331,0.060363373333333324,0.059092,0.059092,0.08688457999999996,0.012481513333333335,0.011354,0.011356,0.026062
2025-08-20_05-52-18-216113,meta-llama/Meta-Llama-3-8B,2,4,1,0.08713818,0.082536,0.0894862,0.15758220999999978,0.08613745666666665,0.082536,0.0846069,0.134195,0.060298953333333336,0.059167,0.059167,0.08705257999999996,0.008945823333333335,0.007789,0.0077897,0.02432
2025-08-20_05-52-48-536672,meta-llama/Meta-Llama-3-8B,4,1,1,0.079936,0.079936,0.079936,0.079936,0.079936,0.079936,0.079936,0.079936,0.03385899999999999,0.033859,0.033859,0.033859,0.015358999999999998,0.015359,0.015359,0.015359
2025-08-20_05-53-17-485308,meta-llama/Meta-Llama-3-8B,4,2,1,0.09319951333333333,0.093156,0.093156,0.093156,0.093156,0.093156,0.093156,0.093156,0.05913551999999999,0.059092,0.059092,0.059092,0.011354000000000001,0.011354,0.011354,0.011354
2025-08-20_05-53-46-838471,meta-llama/Meta-Llama-3-8B,8,1,1,0.079936,0.079936,0.079936,0.079936,0.079936,0.079936,0.079936,0.079936,0.03385899999999999,0.033859,0.033859,0.033859,0.015358999999999998,0.015359,0.015359,0.015359
